"Game","Count","PopularityCategory"
"tales-of-vesperia",4,"Not so popular"
"shadowrun",4,"Not so popular"
"a-valley-without-wind",4,"Not so popular"
"descent-2",4,"Not so popular"
"men-of-war",4,"Not so popular"
"warlock-master-arcane",4,"Not so popular"
"radiant-historia",4,"Not so popular"
"erepublik",4,"Not so popular"
"aion",4,"Not so popular"
"monster-hunter-3-tri",4,"Not so popular"
"blur",4,"Not so popular"
"mario-tennis-open",4,"Not so popular"
"knights-and-merchants",4,"Not so popular"
"distant-worlds-legends",4,"Not so popular"
"sniper-elite-v2",4,"Not so popular"
"x-com-apocalypse",4,"Not so popular"
"unity-web-player",4,"Not so popular"
"halo-wars",4,"Not so popular"
"final-fantasy-2",4,"Not so popular"
"lollipop-chainsaw",4,"Not so popular"
"simcity-social",4,"Not so popular"
"penny-arcade-3",4,"Not so popular"
"naev",4,"Not so popular"
"port-royale-3",4,"Not so popular"
"pokemon-conquest",4,"Not so popular"
"persona-2-eternal-punishment",4,"Not so popular"
"spec-ops-the-line",4,"Not so popular"
"kingdoms-of-camelot",4,"Not so popular"
"x-beyond-the-frontier",4,"Not so popular"
"super-smash-bros-series",4,"Not so popular"
"farm-and-grow",4,"Not so popular"
"kairobotica",4,"Not so popular"
"phantasy-star-4",4,"Not so popular"
"midnight-club-los-angeles",4,"Not so popular"
"sims-3-ambitions",4,"Not so popular"
"wheres-my-water",4,"Not so popular"
"day-of-defeat-source",4,"Not so popular"
"the-basement-collection",4,"Not so popular"
"guitar-hero-3",4,"Not so popular"
"mario-kart-double-dash",4,"Not so popular"
"metroid",4,"Not so popular"
"smurfs-village",4,"Not so popular"
"ib",4,"Not so popular"
"stronghold-kingdoms",4,"Not so popular"
"curiosity",4,"Not so popular"
"grand-theft-auto-chinatown-wars",4,"Not so popular"
"dlc-quest",4,"Not so popular"
"tales-of-graces-f",4,"Not so popular"
"mario-party",4,"Not so popular"
"terranigma",4,"Not so popular"
"sonic-and-knuckles",4,"Not so popular"
"marvel-ultimate-alliance",4,"Not so popular"
"wakfu",4,"Not so popular"
"front-mission-3",4,"Not so popular"
"virtonomics",4,"Not so popular"
"dance-central-3",4,"Not so popular"
"make-no-wonder",4,"Not so popular"
"deponia",4,"Not so popular"
"god-of-war-3",4,"Not so popular"
"another-world",4,"Not so popular"
"minecraft-factorization",4,"Not so popular"
"broken-sword",4,"Not so popular"
"offspring-fling",4,"Not so popular"
"minecraft-thermal-expansion",4,"Not so popular"
"scribblenauts",4,"Not so popular"
"mortal-kombat-3",4,"Not so popular"
"smt-persona",4,"Not so popular"
"lego-city-undercover",4,"Not so popular"
"nimble-quest",4,"Not so popular"
"spore-galactic-adventures",4,"Not so popular"
"leviathan-warships",4,"Not so popular"
"soul-reaver",4,"Not so popular"
"distant-worlds-shadows",4,"Not so popular"
"dcs-world",4,"Not so popular"
"call-of-juarez-gunslinger",4,"Not so popular"
"motor-world-car-factory",4,"Not so popular"
"organ-trail",4,"Not so popular"
"hungry-shark",4,"Not so popular"
"teleglitch",4,"Not so popular"
"shelter",4,"Not so popular"
"naruto-ultimate-ninja",4,"Not so popular"
"pocket-trains",4,"Not so popular"
"race-the-sun",4,"Not so popular"
"beyond-two-souls",4,"Not so popular"
"fifa-online-3",4,"Not so popular"
"the-stanley-parable-2011",4,"Not so popular"
"blockheads",4,"Not so popular"
"might-and-magic-duel-of-champions",4,"Not so popular"
"galaxy-on-fire-2",4,"Not so popular"
"persona-4",4,"Not so popular"
"oceanhorn",4,"Not so popular"
"hatch",4,"Not so popular"
"galaga",4,"Not so popular"
"gran-turismo-6",4,"Not so popular"
"steam-os",4,"Not so popular"
"wwe-2k14",4,"Not so popular"
"postal-2",4,"Not so popular"
"football-legends",4,"Not so popular"
"cook-serve-delicious",4,"Not so popular"
"tales-of-the-abyss",4,"Not so popular"
"kingdom-hearts-chain-of-memories",4,"Not so popular"
"unnethack",4,"Not so popular"
"zoo-tycoon",4,"Not so popular"
"sanctuary-rpg",4,"Not so popular"
"port-royale-gold-power-and-pirates",4,"Not so popular"
"the-simpsons-hit-and-run",4,"Not so popular"
"day-of-the-tentacle",4,"Not so popular"
"rune-factory",4,"Not so popular"
"google-maps-pokemon",4,"Not so popular"
"star-wars-assault-team",4,"Not so popular"
"aliens-vs-predator-2010",4,"Not so popular"
"ghost-recon-phantoms",4,"Not so popular"
"disco-zoo",4,"Not so popular"
"kirby-triple-deluxe",4,"Not so popular"
"lego-movie",4,"Not so popular"
"metal-slugs-defense",4,"Not so popular"
"pixeljunk-monsters",4,"Not so popular"
"fifa-world",4,"Not so popular"
"albion",4,"Not so popular"
"new-super-luigi-u",4,"Not so popular"
"the-expendabros",4,"Not so popular"
"five-nights-at-freddys",4,"Not so popular"
"shadow-kings",4,"Not so popular"
"metro-2033-redux",4,"Not so popular"
"theatrhythm-curtain-call",4,"Not so popular"
"lego-batman-3",4,"Not so popular"
"danmaku-unlimited-2",4,"Not so popular"
"pro-evolution-soccer-2010",4,"Not so popular"
"the-escapists",4,"Not so popular"
"valiant-hearts",4,"Not so popular"
"ori-and-the-blind-forest",4,"Not so popular"
"helldivers",4,"Not so popular"
"puyo-puyo-tetris",4,"Not so popular"
"marvel-future-fight",4,"Not so popular"
"need-for-speed-underground-2",4,"Not so popular"
"playstation-now",4,"Not so popular"
"minecraft-millenaire",4,"Not so popular"
"yoshis-woolly-world",4,"Not so popular"
"skyforge",4,"Not so popular"
"mine-blocks",4,"Not so popular"
"railroad-tycoon",4,"Not so popular"
"bully",4,"Not so popular"
"anno-1602",4,"Not so popular"
"might-and-magic-heroes-7",4,"Not so popular"
"party-hard",4,"Not so popular"
"five-nights-series",4,"Not so popular"
"jackbox-party-pack-2",4,"Not so popular"
"just-dance-series",4,"Not so popular"
"armello",4,"Not so popular"
"pokken-tournament",4,"Not so popular"
"samorost-3",4,"Not so popular"
"fallout-4-automatron",4,"Not so popular"
"sonic-all-stars-racing-transformed",4,"Not so popular"
"factory-idle",4,"Not so popular"
"egg-inc",4,"Not so popular"
"madden-17",4,"Not so popular"
"naruto-blazing",4,"Not so popular"
"dead-rising",4,"Not so popular"
"mystic-messenger",4,"Not so popular"
"fnaf-sister-location",4,"Not so popular"
"blizzard",4,"Not so popular"
"csr-racing-2",4,"Not so popular"
"greedy-cave",4,"Not so popular"
"steep",4,"Not so popular"
"transport-fever",4,"Not so popular"
"space-hulk-deathwing",4,"Not so popular"
"poochy-yoshi-wooly-world",4,"Not so popular"
"star-wars-rebellion",4,"Not so popular"
"zelda-ocarina-of-time-3d",4,"Not so popular"
"dirt-rally",4,"Not so popular"
"mortal-kombat-x-mobile",4,"Not so popular"
"moomoo.io",4,"Not so popular"
"the-curious-expedition",4,"Not so popular"
"super-bomberman-r",4,"Not so popular"
"everything",4,"Not so popular"
"star-trek-bridge-crew",4,"Not so popular"
"fate-grand-order",4,"Not so popular"
"left-4-dead-series",4,"Not so popular"
"simpleplanes",4,"Not so popular"
"ppsspp",4,"Not so popular"
"lawbreakers",4,"Not so popular"
"minecraft-skyfactory",4,"Not so popular"
"mary-skelter-nightmares",4,"Not so popular"
"100-percent-orange-juice",4,"Not so popular"
"snes-classic",4,"Not so popular"
"the-evil-within-2",4,"Not so popular"
".hack-gu-last-recode",4,"Not so popular"
"age-of-empires-castle-siege",4,"Not so popular"
"record-of-agarest-war-zero",4,"Not so popular"
"blood-bowl-legendary-edition",4,"Not so popular"
"indiana-jones-and-the-last-crusade",4,"Not so popular"
"batman-arkham-city-lockdown",4,"Not so popular"
"sins-of-a-solar-empire-rebellion",4,"Not so popular"
"story-of-seasons-trio-of-towns",4,"Not so popular"
"zelda-four-swords-anniversary-ed",4,"Not so popular"
"fire-emblem-path-of-radiance",4,"Not so popular"
"the-mighty-quest-for-epic-loot",4,"Not so popular"
"the-oregon-trail-40th-anniversary",4,"Not so popular"
"mount-and-blade-viking-conquest",4,"Not so popular"
"monster-hunter-generations-ultimate",4,"Not so popular"
"vampyr",4,"Not so popular"
"yokus-island-express",4,"Not so popular"
"tap-titans-2",4,"Not so popular"
"command-and-conquer-rivals",4,"Not so popular"
"battlefield-v",4,"Not so popular"
"fire-emblem-gaiden",4,"Not so popular"
"kingdom-two-crowns",4,"Not so popular"
"atom-rpg",4,"Not so popular"
"the-elder-scrolls-construction-set",4,"Not so popular"
"baba-is-you",4,"Not so popular"
"imperator-rome",4,"Not so popular"
"void-bastards",4,"Not so popular"
"the-hunter-call-of-the-wild",4,"Not so popular"
"team-sonic-racing",4,"Not so popular"
"age-of-wonders-planetfall",4,"Not so popular"
"fire-emblem-shadow-dragon",4,"Not so popular"
"lego-pirates-of-the-caribbean",4,"Not so popular"
"luigis-mansion-3",4,"Not so popular"
"nimbatus",4,"Not so popular"
"digital-devil-saga",4,"Not so popular"
"monster-train",4,"Not so popular"
"minecraft-dungeons",4,"Not so popular"
"the-last-of-us-2",4,"Not so popular"
"paper-mario-the-origami-king",4,"Not so popular"
"ooblets",4,"Not so popular"
"tony-hawks-pro-skater-1-2",4,"Not so popular"
"pokemon-crown-tundra",4,"Not so popular"
"deathsmiles",3,"Not so popular"
"osmos",3,"Not so popular"
"simulation",3,"Not so popular"
"text-adventure",3,"Not so popular"
"banjo-kazooie",3,"Not so popular"
"colonization",3,"Not so popular"
"marvel-vs-capcom-2",3,"Not so popular"
"nova",3,"Not so popular"
"plain-sight",3,"Not so popular"
"ventrilo",3,"Not so popular"
"super-mario-bros-2",3,"Not so popular"
"venetica",3,"Not so popular"
"wii-fit-plus",3,"Not so popular"
"anarchy-online",3,"Not so popular"
"muramasa-the-demon-blade",3,"Not so popular"
"frets-on-fire",3,"Not so popular"
"ea-sports-active",3,"Not so popular"
"aquaria",3,"Not so popular"
"rhythm-game",3,"Not so popular"
"blood-bowl",3,"Not so popular"
"veggie-samurai",3,"Not so popular"
"robot-unicorn-attack",3,"Not so popular"
"pocket-frogs",3,"Not so popular"
"dawn-of-heroes",3,"Not so popular"
"unreal-tournament-3",3,"Not so popular"
"progress-wars",3,"Not so popular"
"the-stone",3,"Not so popular"
"cityville",3,"Not so popular"
"dungeons",3,"Not so popular"
"warcraft-series",3,"Not so popular"
"bulletstorm",3,"Not so popular"
"qwop",3,"Not so popular"
"forsaken-world",3,"Not so popular"
"need-for-speed-undercover",3,"Not so popular"
"gemcraft-0",3,"Not so popular"
"toki-tori",3,"Not so popular"
"wipeout-hd",3,"Not so popular"
"retro-game-challenge",3,"Not so popular"
"angry-birds-rio",3,"Not so popular"
"the-void",3,"Not so popular"
"dragon-age-legends",3,"Not so popular"
"worms",3,"Not so popular"
"resonance-of-fate",3,"Not so popular"
"sliding-puzzle",3,"Not so popular"
"hard-reset",3,"Not so popular"
"puzzle-agent",3,"Not so popular"
"tankball-2",3,"Not so popular"
"the-whispered-world",3,"Not so popular"
"mafia-wars-2",3,"Not so popular"
"simtower",3,"Not so popular"
"lotr-war-in-middle-earth",3,"Not so popular"
"pocket-league-story",3,"Not so popular"
"metal-gear",3,"Not so popular"
"lineage-2",3,"Not so popular"
"sonic-generations",3,"Not so popular"
"bionic-commando-rearmed",3,"Not so popular"
"rusty-hearts",3,"Not so popular"
"aleph-one",3,"Not so popular"
"marathon",3,"Not so popular"
"ultima-7",3,"Not so popular"
"turbografx-16",3,"Not so popular"
"dynasty-warriors-7",3,"Not so popular"
"hack-slash-loot",3,"Not so popular"
"jagged-alliance-bia",3,"Not so popular"
"hitogata-happa",3,"Not so popular"
"mass-effect-3-datapad",3,"Not so popular"
"resident-evil-orc",3,"Not so popular"
"stendhal",3,"Not so popular"
"deadly-premonition",3,"Not so popular"
"dragon-fantasy",3,"Not so popular"
"samurai-vs-zombies",3,"Not so popular"
"thief-gold",3,"Not so popular"
"super-mario-64-ds",3,"Not so popular"
"shoot-many-robots",3,"Not so popular"
"deus-ex-invisible-war",3,"Not so popular"
"insanely-twisted-planet",3,"Not so popular"
"the-7th-guest",3,"Not so popular"
"burnout-3",3,"Not so popular"
"atelier-totori",3,"Not so popular"
"arx-fatalis",3,"Not so popular"
"fate",3,"Not so popular"
"dragon-warrior-monsters",3,"Not so popular"
"me3-resurgence-pack",3,"Not so popular"
"me2-cerberus-network",3,"Not so popular"
"coin-dozer",3,"Not so popular"
"tetris-battle",3,"Not so popular"
"h.a.w.x.-2",3,"Not so popular"
"rogue",3,"Not so popular"
"f1-2011",3,"Not so popular"
"wizorb",3,"Not so popular"
"fear",3,"Not so popular"
"rainbow-moon",3,"Not so popular"
"donkey-kong-94",3,"Not so popular"
"the-last-story",3,"Not so popular"
"ascendancy",3,"Not so popular"
"rochard",3,"Not so popular"
"face-raiders",3,"Not so popular"
"ogre-battle",3,"Not so popular"
"day-of-defeat",3,"Not so popular"
"microsoft-pinball",3,"Not so popular"
"legend-of-dragoon",3,"Not so popular"
"sword-of-the-stars-2",3,"Not so popular"
"analogue-a-hate-story",3,"Not so popular"
"perfect-dark",3,"Not so popular"
"wordament",3,"Not so popular"
"fable-the-journey",3,"Not so popular"
"primal-carnage",3,"Not so popular"
"splice",3,"Not so popular"
"patrician-iii",3,"Not so popular"
"tradewars-2002",3,"Not so popular"
"super-paper-mario",3,"Not so popular"
"jets-and-guns",3,"Not so popular"
"wordfeud",3,"Not so popular"
"gothic-3",3,"Not so popular"
"arma-armed-assault",3,"Not so popular"
"letterpress",3,"Not so popular"
"wargame-ee",3,"Not so popular"
"angry-birds-star-wars",3,"Not so popular"
"caster",3,"Not so popular"
"red-faction-armageddon",3,"Not so popular"
"street-fighter-x-mega-man",3,"Not so popular"
"simcity-deluxe",3,"Not so popular"
"train-simulator-2013",3,"Not so popular"
"sword-of-the-stars",3,"Not so popular"
"hundreds",3,"Not so popular"
"pinball",3,"Not so popular"
"half-life-deathmatch",3,"Not so popular"
"world-in-conflict-sa",3,"Not so popular"
"mother-3",3,"Not so popular"
"mega-man-2",3,"Not so popular"
"nba2k13",3,"Not so popular"
"minecraft-voltz",3,"Not so popular"
"trine-2-goblin-menace",3,"Not so popular"
"jak-and-daxter",3,"Not so popular"
"mortal-kombat",3,"Not so popular"
"mortal-kombat-2",3,"Not so popular"
"alien-crossfire",3,"Not so popular"
"fort-conquer",3,"Not so popular"
"epic-battle-fantasy-4",3,"Not so popular"
"dragon-quest-viii",3,"Not so popular"
"tony-hawks-pro-skater",3,"Not so popular"
"divinity-2-ego-draconis",3,"Not so popular"
"shining-force-2",3,"Not so popular"
"dungeon-hearts",3,"Not so popular"
"diablo-hellfire",3,"Not so popular"
"suikoden-2",3,"Not so popular"
"lego-batman",3,"Not so popular"
"sims-3-supernatural",3,"Not so popular"
"prime-world-defenders",3,"Not so popular"
"fractal",3,"Not so popular"
"persona-3-fes",3,"Not so popular"
"bleed",3,"Not so popular"
"patapon-2",3,"Not so popular"
"pokemon-tower-defense",3,"Not so popular"
"smt4",3,"Not so popular"
"gods-will-be-watching",3,"Not so popular"
"mercenary-kings",3,"Not so popular"
"anno-online",3,"Not so popular"
"delve-deeper",3,"Not so popular"
"ys-origin",3,"Not so popular"
"call-of-cthulhu-dcote",3,"Not so popular"
"castlevania-dawn-of-sorrow",3,"Not so popular"
"outer-wilds",3,"Not so popular"
"sid-meiers-railroads",3,"Not so popular"
"fossil-fighters",3,"Not so popular"
"zero-k",3,"Not so popular"
"scribblenauts-unmasked",3,"Not so popular"
"robot-unicorn-attack-2",3,"Not so popular"
"survivalcraft",3,"Not so popular"
"disgaea-d2",3,"Not so popular"
"command-and-conquer-red-alert-3",3,"Not so popular"
"persona-3-portable",3,"Not so popular"
"the-guided-fate-paradox",3,"Not so popular"
"windows-rt",3,"Not so popular"
"farmville",3,"Not so popular"
"ryse-son-of-rome",3,"Not so popular"
"goscurry",3,"Not so popular"
"merry-clickmas",3,"Not so popular"
"just-dance-2014",3,"Not so popular"
"ticket-to-ride",3,"Not so popular"
"cossacks-back-to-war",3,"Not so popular"
"deus-ex-the-fall",3,"Not so popular"
"mabinogi",3,"Not so popular"
"soul-sacrifice",3,"Not so popular"
"wii-fit-u",3,"Not so popular"
"assassins-creed-4-kenways-fleet",3,"Not so popular"
"wreckfest",3,"Not so popular"
"nether",3,"Not so popular"
"deemo",3,"Not so popular"
"nazi-zombie-army",3,"Not so popular"
"spelunky-html5",3,"Not so popular"
"earth-defense-force-2025",3,"Not so popular"
"adventure-time-etdbidk",3,"Not so popular"
"the-castle-doctrine",3,"Not so popular"
"threes",3,"Not so popular"
"foiled",3,"Not so popular"
"doge2048",3,"Not so popular"
"pokemon-battle-trozei",3,"Not so popular"
"diehard-dungeon",3,"Not so popular"
"ultima-4",3,"Not so popular"
"the-settlers-2",3,"Not so popular"
"zombie-gunship",3,"Not so popular"
"rustys-real-deal-baseball",3,"Not so popular"
"battleheart-legacy",3,"Not so popular"
"out-there",3,"Not so popular"
"halo-spartan-assault",3,"Not so popular"
"fire-emblem",3,"Not so popular"
"atelier-rorona",3,"Not so popular"
"minecraft-mekanism",3,"Not so popular"
"dungeon-defender-eternity",3,"Not so popular"
"inflation-rpg",3,"Not so popular"
"mountain",3,"Not so popular"
"tekken-tag-tournament-2",3,"Not so popular"
"resident-evil-revelations",3,"Not so popular"
"zelda-spirit-tracks",3,"Not so popular"
"civ-clicker",3,"Not so popular"
"x360ce",3,"Not so popular"
"train-simulator-2015",3,"Not so popular"
"minecraft-crash-landing",3,"Not so popular"
"pt",3,"Not so popular"
"minecraft-oceancraft",3,"Not so popular"
"rebuild-the-universe",3,"Not so popular"
"ittle-dew",3,"Not so popular"
"disney-magical-world",3,"Not so popular"
"tanki-online",3,"Not so popular"
"0h-h1",3,"Not so popular"
"massive-chalice",3,"Not so popular"
"mmo-incremental",3,"Not so popular"
"dungeon-defenders-2",3,"Not so popular"
"steam-broadcasting",3,"Not so popular"
"cod-black-ops-zombies-mobile",3,"Not so popular"
"golden-sun-the-lost-age",3,"Not so popular"
"infamous-first-light",3,"Not so popular"
"anime-studio-story",3,"Not so popular"
"resident-evil",3,"Not so popular"
"swarm-simulator",3,"Not so popular"
"bitcoin-billionaire",3,"Not so popular"
"attila-total-war",3,"Not so popular"
"dreamfall-chapters",3,"Not so popular"
"mario-party-10",3,"Not so popular"
"a-wizards-lizard",3,"Not so popular"
"starships",3,"Not so popular"
"minecraft-extra-utilities",3,"Not so popular"
"chroma-squad",3,"Not so popular"
"axiom-verge",3,"Not so popular"
"spider-man",3,"Not so popular"
"skylanders-trap-team",3,"Not so popular"
"sonic-the-hedgehog-2006",3,"Not so popular"
"phantom-brave",3,"Not so popular"
"jurassic-world-the-game",3,"Not so popular"
"zelda-wind-waker-hd",3,"Not so popular"
"megami-quest-2",3,"Not so popular"
"e.t.-the-extra-terrestrial",3,"Not so popular"
"8-ball-pool",3,"Not so popular"
"resident-evil-series",3,"Not so popular"
"spyro-year-of-the-dragon",3,"Not so popular"
"tekken-3",3,"Not so popular"
"the-swindle",3,"Not so popular"
"kings-quest",3,"Not so popular"
"blast-corps",3,"Not so popular"
"besiege",3,"Not so popular"
